epoch,binary_accuracy,loss,lr,val_binary_accuracy,val_loss
0,0.98106503,0.054170075681614936,4.000235e-05,0.9819641709327698,0.014993226155638695
1,0.9861149,0.03503242544693219,2.7501372e-05,0.9845449328422546,0.06098935380578041
2,0.990192,0.0244430620601515,1.5000392e-05,0.9839634299278259,0.06452521681785583
