epoch,dense_1_loss,dense_2_loss,dense_3_loss,loss,lr,val_dense_1_loss,val_dense_2_loss,val_dense_3_loss,val_loss
0,0.8123004022734178,0.20610313469379343,0.17896303464746663,1.1973665733913506,0.001,0.43169111209374783,0.14461640008395835,0.1135973762453298,0.689904887971587
1,0.30646426205999455,0.0926424119022119,0.08722944126496515,0.48633611486848904,0.001,0.2941646058132447,0.12767238707634448,0.09837705149069509,0.5202140449353994
2,0.2244544035722267,0.06948390515210295,0.06780533258069779,0.3617436414656115,0.001,0.2655697808679548,0.07945665150556439,0.07589695887987902,0.42092339107281856
3,0.10544550681385265,0.03482339535608231,0.03405772842150532,0.17432663068965484,0.0003,0.1582640328626792,0.05619351611682925,0.053294885796273235,0.26775243467545967
4,0.07126584006480842,0.02534571488238706,0.024584532845283787,0.1211960878596192,0.0003,0.1651518223226184,0.0562703372695658,0.05479791223047898,0.27622007132011267
