epoch,binary_accuracy,dice,loss,lr,val_binary_accuracy,val_dice,val_loss
0,0.85604244,0.7083471,0.35204571795960266,0.001,0.40457120537757874,0.4485021233558655,6.332099914550781
1,0.89760613,0.7756837,0.2613000426855352,0.001,0.8611714839935303,0.7706016302108765,0.25529077649116516
2,0.91760814,0.82322496,0.2185175981786516,0.001,0.8980832695960999,0.8040043115615845,0.1816619485616684
3,0.9187662,0.82471126,0.21143285309274992,0.001,0.7691197395324707,0.6505885720252991,0.9569928646087646
4,0.9228561,0.8331743,0.19998098402801487,0.001,0.921096920967102,0.850121259689331,0.15437453985214233
5,0.932321,0.85232294,0.18211982606185806,0.001,0.9346534013748169,0.8728067874908447,0.13726665079593658
6,0.9310076,0.8530255,0.1804205850801534,0.001,0.8914119005203247,0.7776338458061218,0.14350660145282745
7,0.9388086,0.86965287,0.17050792545908028,0.001,0.931453287601471,0.8635139465332031,0.1147972047328949
8,0.9423412,0.876359,0.1505853302983774,0.0003,0.9462701082229614,0.8954713344573975,0.09475959837436676
9,0.9473333,0.8879116,0.13959758832222885,0.0003,0.9529355764389038,0.9098051190376282,0.07957426458597183
10,0.9524906,0.89861256,0.13098672673934036,0.0003,0.9461109042167664,0.8996939063072205,0.08719613403081894
11,0.95367557,0.89763504,0.12573131592944264,0.0003,0.9477429389953613,0.9019159078598022,0.08048446476459503
12,0.95562214,0.9083173,0.11920595194937454,9e-05,0.9515103101730347,0.9081343412399292,0.06643150001764297
13,0.95688933,0.90976685,0.11339503061026335,9e-05,0.9550038576126099,0.915189266204834,0.07317513972520828
14,0.95959425,0.9162148,0.10904598769007458,9e-05,0.9531579613685608,0.9108147025108337,0.06764745712280273
15,0.95943886,0.9145028,0.10803483669749564,9e-05,0.9542439579963684,0.9130881428718567,0.06757140904664993
16,0.96163034,0.91684604,0.10200410931267673,2.7e-05,0.9553409814834595,0.9148411750793457,0.07015284895896912
17,0.9626537,0.9208777,0.09976826985884044,2.7e-05,0.954663097858429,0.9142399430274963,0.07096464186906815
18,0.9630574,0.9213555,0.09891411915628447,2.7e-05,0.955058217048645,0.9148199558258057,0.06987157464027405
19,0.9653842,0.9260518,0.09351219097152352,8.1e-06,0.9538329243659973,0.9124611616134644,0.07110986858606339
20,0.9630559,0.9244616,0.09955220917860667,8.1e-06,0.9541500210762024,0.9132574796676636,0.07088538259267807
21,0.9661407,0.9292539,0.09241954894322488,2.43e-06,0.9539839625358582,0.9127747416496277,0.07266493886709213
22,0.96362007,0.9219344,0.09837567889028126,2.43e-06,0.953995943069458,0.9127771854400635,0.07141749560832977
23,0.9644893,0.92703235,0.09530551643628213,7.29e-07,0.9540776610374451,0.9127990007400513,0.07173480093479156
24,0.96497005,0.9261019,0.09184410454084475,7.29e-07,0.9541541934013367,0.9130541086196899,0.07143869996070862
25,0.9655217,0.92826176,0.09471155982464552,2.1870001e-07,0.9539235830307007,0.9124894142150879,0.07174685597419739
26,0.9657454,0.92782813,0.09167071380135086,2.1870001e-07,0.9538697004318237,0.9124311208724976,0.07114416360855103
27,0.9631647,0.92166275,0.0980443081094159,6.561e-08,0.9539598822593689,0.9126654863357544,0.07140056043863297
28,0.96624273,0.9281679,0.09298134072580272,6.561e-08,0.9539353251457214,0.9125809669494629,0.07167284935712814
29,0.9668989,0.93148124,0.09127216046262118,1.9683e-08,0.9541162252426147,0.9128302335739136,0.07134635746479034
30,0.96505183,0.9243141,0.09639339718139833,1.9683e-08,0.9540569186210632,0.9128246307373047,0.07229127734899521
31,0.965218,0.9283097,0.09392651170492172,5.9049e-09,0.9540092945098877,0.9127050638198853,0.07203459739685059
32,0.9661887,0.9273622,0.0929323382054766,5.9049e-09,0.9538071751594543,0.9123829007148743,0.07229427993297577
33,0.9646783,0.92522836,0.09472317600415812,1.7714701e-09,0.9540190696716309,0.9127346277236938,0.07186353951692581
34,0.9671489,0.9304746,0.09046305177940263,1.7714701e-09,0.9540239572525024,0.9127141833305359,0.07170891761779785
35,0.96555936,0.92732865,0.09417484385064906,5.31441e-10,0.9539345502853394,0.9125142097473145,0.07154273986816406
36,0.96462667,0.9239231,0.09406656585633755,5.31441e-10,0.9540403485298157,0.9128420948982239,0.07139291614294052
37,0.96409005,0.92573464,0.09630087550936474,1.594323e-10,0.9540202617645264,0.9126824736595154,0.07226473838090897
38,0.9657166,0.92756295,0.09238337678834796,1.594323e-10,0.9539572596549988,0.9125691652297974,0.07109885662794113
