epoch,binary_accuracy,dice,loss,lr,val_binary_accuracy,val_dice,val_loss
0,0.8622548,0.7247727,0.3452396932989359,0.001,0.6503318548202515,0.558722734451294,3.652106285095215
1,0.90506667,0.7907159,0.24548748280439112,0.001,0.8980652093887329,0.7483581304550171,0.26668480038642883
2,0.92038596,0.8305025,0.2112652032325665,0.001,0.904164731502533,0.7731634974479675,0.2484765350818634
3,0.9268148,0.84608674,0.1914566983986232,0.001,0.8947877287864685,0.7594860792160034,0.25619250535964966
4,0.92277235,0.83057994,0.19677755505674416,0.001,0.8917883038520813,0.768786609172821,0.29434433579444885
5,0.9405618,0.87327534,0.15744170256786877,0.0003,0.9209315180778503,0.8395985960960388,0.27060025930404663
6,0.94717973,0.88842887,0.1412263424653146,0.0003,0.9427193999290466,0.8710891604423523,0.16497188806533813
7,0.9450885,0.88476616,0.14247202490352923,0.0003,0.9446908831596375,0.8810988068580627,0.1650189906358719
8,0.94802207,0.8890331,0.13736497636677492,0.0003,0.9451553821563721,0.8821014761924744,0.13869579136371613
9,0.9500227,0.89422923,0.1307696133541564,0.0003,0.9494194388389587,0.8909860253334045,0.14520525932312012
10,0.9515848,0.90000045,0.1258144308295515,0.0003,0.9487990140914917,0.8875980377197266,0.13363908231258392
11,0.9530608,0.8989522,0.12309938312197725,0.0003,0.9460126161575317,0.887398362159729,0.14314718544483185
12,0.9567061,0.9084165,0.11018716264516115,9e-05,0.9506334662437439,0.8936629891395569,0.13692180812358856
13,0.9604577,0.91891,0.10363509624989496,9e-05,0.9508638381958008,0.8929342031478882,0.13229724764823914
14,0.9655579,0.9252276,0.09189715691738659,9e-05,0.949983537197113,0.8936622142791748,0.13960884511470795
15,0.9658626,0.9290082,0.08984977669186062,9e-05,0.9485131502151489,0.8908945322036743,0.1270071119070053
16,0.96772146,0.9320104,0.08715146997322638,2.7e-05,0.9526299238204956,0.898573100566864,0.12933467328548431
17,0.9700757,0.93864304,0.07940384450679024,2.7e-05,0.9539086222648621,0.9014456272125244,0.11999215185642242
18,0.97185284,0.94110936,0.07558769799975885,2.7e-05,0.9543078541755676,0.90187668800354,0.1257203221321106
19,0.9719046,0.9406855,0.07726373135422666,2.7e-05,0.954024612903595,0.901836633682251,0.12356167286634445
