epoch,binary_accuracy,dice,loss,lr,val_binary_accuracy,val_dice,val_loss
0,0.8436667,0.6420695,0.3758111766539514,0.001,0.7572526931762695,0.1055760383605957,0.7744395732879639
1,0.87192273,0.70871997,0.31542491959407926,0.001,0.8084122538566589,0.6038610339164734,0.5010334849357605
2,0.8834489,0.7504829,0.2956604825332761,0.001,0.7593225836753845,0.141780287027359,0.3840971887111664
3,0.8955628,0.76684815,0.26712495028041305,0.001,0.8622215986251831,0.7160204648971558,0.42702892422676086
4,0.8997465,0.77731735,0.25559178832918406,0.001,0.8161640763282776,0.5904086828231812,0.35119929909706116
5,0.9157271,0.8087672,0.2270333133637905,0.001,0.8767940402030945,0.7490988969802856,0.31005677580833435
6,0.9109086,0.80167806,0.2335576337762177,0.001,0.7977012395858765,0.6779626607894897,0.6473726034164429
7,0.9215879,0.8262453,0.20910620312206446,0.001,0.9045852422714233,0.8032369613647461,0.293521910905838
8,0.9212859,0.822947,0.20547259664162992,0.001,0.8968163728713989,0.7895070314407349,0.36411285400390625
9,0.92704755,0.8380421,0.1967779327183962,0.001,0.8682375550270081,0.6907933354377747,0.2727127969264984
10,0.93605214,0.8571342,0.17635666634887456,0.0003,0.937587320804596,0.8692175149917603,0.2505170702934265
11,0.940419,0.8711504,0.15790365003049373,0.0003,0.940654456615448,0.8725590705871582,0.22916164994239807
12,0.9419401,0.8722016,0.15370782024692745,0.0003,0.9434626698493958,0.8745023012161255,0.2256898730993271
13,0.94288516,0.87251186,0.1466040482977405,0.0003,0.9449666142463684,0.8756397366523743,0.21673843264579773
14,0.94154024,0.86777127,0.15036081136204302,0.0003,0.9395110607147217,0.8706326484680176,0.1863122284412384
15,0.94454175,0.8786322,0.14547560589853675,0.0003,0.9476386308670044,0.8822510838508606,0.1807510256767273
