epoch,dense_1_loss,dense_2_loss,dense_3_loss,loss,lr,val_dense_1_loss,val_dense_2_loss,val_dense_3_loss,hmar_incorrect,val_loss
0,4.97224235534668,2.1721175014972687,1.4757445007562637,8.620104312896729,0.001,4.858584114267856,2.23410124190246,1.8890545273883432,0.04716986088345312,8.981739895253241
