epoch,dense_1_categorical_accuracy,dense_1_loss,dense_2_categorical_accuracy,dense_2_loss,dense_3_categorical_accuracy,dense_3_loss,loss,lr,val_dense_1_categorical_accuracy,val_dense_1_loss,val_dense_2_categorical_accuracy,val_dense_2_loss,val_dense_3_categorical_accuracy,val_dense_3_loss,val_loss
0,0.33759737,2.6625333,0.8211535,0.5220501,0.836358,0.46305808,3.6476425412018645,0.001,0.5524839758872986,1.6713321208953857,0.6624599099159241,1.1788687705993652,0.8998397588729858,0.33967405557632446,3.0582408905029297
1,0.7570379,0.800417,0.9349106,0.19825639,0.9396689,0.1809571,1.1796307249717604,0.001,0.6105769276618958,1.494486689567566,0.8651843070983887,0.4002150893211365,0.8928285241127014,0.3296355605125427,2.052501678466797
2,0.8541298,0.48089263,0.9586579,0.13070044,0.9589899,0.12411797,0.7357107972457119,0.001,0.7972756624221802,0.7778366208076477,0.9459134340286255,0.20501482486724854,0.9543269276618958,0.17494232952594757,1.4734742641448975
3,0.94396245,0.18665087,0.9840209,0.05395618,0.9819184,0.057447143,0.2980543127225411,0.0003,0.8878205418586731,0.3992370069026947,0.9631410241127014,0.1226489245891571,0.9629406929016113,0.12349817156791687,0.739395260810852
4,0.97054267,0.10269011,0.991767,0.030484172,0.9897087,0.034435935,0.1676101906610278,0.0003,0.8922275900840759,0.388847678899765,0.9745593070983887,0.10590977221727371,0.9685496687889099,0.1097302958369255,0.8082218170166016
5,0.9913465,0.045399133,0.9973221,0.013193404,0.99594986,0.015109885,0.07370240931470401,9e-05,0.9126602411270142,0.3320911228656769,0.9747596383094788,0.0990874394774437,0.9753605723381042,0.10237593203783035,0.7489956617355347
6,0.99639255,0.027727045,0.99880487,0.008024984,0.9984729,0.0085745435,0.04432657588452692,9e-05,0.9148637652397156,0.32878369092941284,0.9755609035491943,0.10364707559347153,0.9745593070983887,0.10163244605064392,0.5662726163864136
7,0.99856144,0.018848993,0.9995574,0.0050981925,0.9995131,0.0053331424,0.029280339106495253,2.7e-05,0.9140625,0.3335910141468048,0.9757612347602844,0.10338413715362549,0.9759615659713745,0.10562540590763092,0.5352931618690491
