epoch,dense_1_loss,dense_2_loss,dense_3_loss,loss,lr,val_dense_1_loss,val_dense_2_loss,val_dense_3_loss,val_loss
0,1.8549454,0.35855094,0.29260617,2.5061024842789084,0.001,0.8578372597694397,0.19076856970787048,0.18254053592681885,1.1781835556030273
1,0.46112847,0.12423375,0.111190625,0.6965528608381579,0.001,0.5333821177482605,0.12577739357948303,0.14950761198997498,0.6702293157577515
2,0.28643048,0.0765765,0.07301254,0.4360195774869946,0.001,0.7127180695533752,0.16108709573745728,0.16481681168079376,0.9680986404418945
3,0.20457679,0.058212854,0.059349824,0.3221395076503159,0.001,0.5179478526115417,0.13596710562705994,0.1401776224374771,0.9462840557098389
4,0.16038202,0.052451283,0.04783333,0.260666692581967,0.001,0.45645537972450256,0.12285219132900238,0.10746806859970093,0.5804129838943481
5,0.12141697,0.03541807,0.036204178,0.19303924140781586,0.001,0.509763240814209,0.13912193477153778,0.12946854531764984,0.8858989477157593
6,0.11832426,0.037213113,0.033994615,0.18953201199008451,0.001,0.4773862659931183,0.1475459784269333,0.14499986171722412,0.970436692237854
7,0.094850376,0.032562908,0.03090982,0.158323085304909,0.001,0.4791998863220215,0.14436686038970947,0.13014720380306244,0.6065207719802856
