epoch,categorical_accuracy,loss,lr,val_categorical_accuracy,val_loss
0,0.6260402,1.5067667632704078,0.001,0.7772436141967773,0.7008605003356934
1,0.8601496,0.4727281283471132,0.001,0.807692289352417,0.4482608139514923
2,0.909614,0.29756627586424855,0.001,0.8481570482254028,0.6020286679267883
3,0.9320335,0.2194604424933874,0.001,0.8211137652397156,0.6738044619560242
